OfferID,OrderID,OfferName,OfferType,DiscountAmount,SalesGenerated,RedemptionRate,ROI,OfferDate,Status
OFFER12828,ORD021446,â‚¹100 Off on ICICI Cards,Bank Offer,83.91,1820.54,67.4,3.31,07-07-2026 12:08,Active
OFFER12829,ORD021448,Get â‚¹50 Cashback,Cashback,187.23,393.75,54.5,4.6,08-05-2026 02:21,Active
OFFER12830,ORD021450,Get â‚¹50 Cashback,Cashback,224.71,297.47,42.9,4.03,25-05-2026 09:17,Active
OFFER12831,ORD021451,Get â‚¹50 Cashback,Cashback,13.97,1107.55,26.6,3.27,24-01-2026 12:35,Active
OFFER12832,ORD021452,Flat 10% Off,Discount,43.95,1146.88,44.8,1.62,24-04-2026 04:12,Active
OFFER12833,ORD021453,Buy 2 Get 1 Free,Buy 1 Get 1,200.25,1415.52,69.8,3.2,29-06-2026 12:15,Active
OFFER12834,ORD021455,Buy 2 Get 1 Free,Buy 1 Get 1,46.82,748.79,66.1,1.63,07-07-2026 21:53,Active
OFFER12835,ORD021457,â‚¹100 Off on ICICI Cards,Bank Offer,209.81,2445.12,56.2,4.63,10-06-2026 11:04,Expired
OFFER12836,ORD021459,Flat 20% Off,Discount,203.52,1693.3,29.7,3.04,28-04-2026 06:21,Expired
OFFER12837,ORD021460,â‚¹25 Cashback,Cashback,55.32,2363.92,28.4,3.63,27-01-2026 00:03,Active
OFFER12838,ORD021461,Free Delivery - Prime Member,Free Delivery,165.59,10.45,35.3,2.69,24-01-2026 09:30,Active
OFFER12839,ORD021463,BOGO on Beverages,Buy 1 Get 1,245.53,2329.29,40.4,3.73,10-03-2026 13:10,Expired
OFFER12840,ORD021464,5% Cashback on Axis Cards,Bank Offer,240.5,1837.97,43.9,4.9,24-01-2026 01:12,Expired
OFFER12841,ORD021465,10% Off using SBI Cards,Bank Offer,63.65,572.19,50.5,3.67,25-04-2026 08:12,Active
OFFER12842,ORD021467,â‚¹25 Cashback,Cashback,58.42,1546.13,49,3.33,01-02-2026 10:52,Expired
OFFER12843,ORD021468,â‚¹100 Off on ICICI Cards,Bank Offer,230.8,686.72,39.1,4.14,16-03-2026 23:16,Active
OFFER12844,ORD021469,Buy 2 Get 1 Free,Buy 1 Get 1,127.06,249.41,32.5,2.75,26-04-2026 11:00,Active
OFFER12845,ORD021470,10% Off using SBI Cards,Bank Offer,38.56,1195.11,53.9,4.18,02-02-2026 03:21,Active
OFFER12846,ORD021471,Free Delivery - Prime Member,Free Delivery,186.49,531.29,73.5,3.94,08-07-2026 20:30,Active
OFFER12847,ORD021472,Free Delivery - Prime Member,Free Delivery,119.01,1756.55,66,4.83,17-03-2026 20:58,Active
OFFER12848,ORD021473,Flat 25% Off,Discount,112.95,1556.99,38.4,4.53,19-06-2026 01:42,Expired
OFFER12849,ORD021475,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,160.43,1211.85,55.2,4.96,02-07-2026 11:57,Active
OFFER12850,ORD021476,â‚¹25 Cashback,Cashback,230.28,2034.59,46.7,3.06,08-02-2026 08:27,Expired
OFFER12851,ORD021478,10% Off using SBI Cards,Bank Offer,194.45,1228.48,32.2,4.55,26-04-2026 23:32,Active
OFFER12852,ORD021479,Flat 5% Off,Discount,116.51,574.51,27.9,4.05,14-02-2026 09:34,Active
OFFER12853,ORD021480,Flat 10% Off,Discount,129.52,602.4,53,3.98,12-04-2026 02:26,Active
OFFER12854,ORD021481,Flat 25% Off,Discount,135.02,1565.76,57.6,3.9,05-02-2026 01:14,Active
OFFER12855,ORD021482,Flat 15% Off,Discount,69.44,630.77,45.9,1.95,14-04-2026 10:11,Expired
OFFER12856,ORD021483,20% Cashback (Max â‚¹75),Cashback,213.46,2157.61,40.3,4.13,24-05-2026 08:50,Active
OFFER12857,ORD021484,10% Off using SBI Cards,Bank Offer,73.98,367.79,63.8,2.73,17-07-2026 09:25,Upcoming
OFFER12858,ORD021485,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,27.89,2122.22,43.7,3.21,25-05-2026 20:09,Active
OFFER12859,ORD021487,â‚¹25 Cashback,Cashback,112.08,2143.16,34.5,4.74,27-01-2026 23:02,Active
OFFER12860,ORD021488,Buy 2 Get 1 Free,Buy 1 Get 1,133.05,2062.65,26.8,4.27,11-05-2026 12:58,Active
OFFER12861,ORD021492,5% Cashback on Axis Cards,Bank Offer,202.48,621.98,32,2.68,17-05-2026 03:48,Expired
OFFER12862,ORD021493,â‚¹100 Off on ICICI Cards,Bank Offer,145.53,980.67,44.3,1.51,10-07-2026 07:04,Active
OFFER12863,ORD021494,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,201,270.6,64.6,4.59,27-01-2026 01:55,Active
OFFER12864,ORD021496,â‚¹100 Off on ICICI Cards,Bank Offer,168.9,776.59,69.4,2.39,30-01-2026 01:21,Active
OFFER12865,ORD021497,5% Cashback on Axis Cards,Bank Offer,122.88,680.7,48.3,4.24,12-05-2026 08:16,Active
OFFER12866,ORD021499,Free Delivery on orders above â‚¹199,Free Delivery,57.53,344.63,40.7,1.54,28-01-2026 06:32,Active
OFFER12867,ORD021500,â‚¹100 Off on ICICI Cards,Bank Offer,215.79,1860.33,32.3,3.07,03-04-2026 19:26,Active
OFFER12868,ORD021501,20% Cashback (Max â‚¹75),Cashback,51.68,714.79,68.5,3.07,15-02-2026 12:01,Upcoming
OFFER12869,ORD021502,Free Delivery on orders above â‚¹299,Free Delivery,115.9,900.55,63.6,2.26,03-02-2026 10:41,Active
OFFER12870,ORD021503,Flat 5% Off,Discount,157.37,1396.1,34,2.99,04-04-2026 10:52,Active
OFFER12871,ORD021504,â‚¹100 Off on ICICI Cards,Bank Offer,166.11,569.65,51.5,4.83,18-04-2026 22:35,Active
OFFER12872,ORD021506,â‚¹25 Cashback,Cashback,64.32,2364.06,41,4.89,28-03-2026 23:18,Active
OFFER12873,ORD021508,20% Cashback (Max â‚¹75),Cashback,40.03,2011.48,67.9,4.03,11-04-2026 03:13,Active
OFFER12874,ORD021509,Flat 5% Off,Discount,129.74,1892.59,55,2.05,11-02-2026 23:36,Active
OFFER12875,ORD021510,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,238.95,1947.68,45.7,1.85,18-02-2026 04:33,Active
OFFER12876,ORD021511,20% Cashback (Max â‚¹75),Cashback,161.99,2256.83,56.5,4.08,18-05-2026 06:42,Active
OFFER12877,ORD021512,â‚¹25 Cashback,Cashback,93.96,2414.13,71.3,2.31,28-06-2026 05:13,Expired
OFFER12878,ORD021516,Flat 5% Off,Discount,175.77,207.12,33.2,1.89,08-05-2026 10:43,Active
OFFER12879,ORD021518,5% Cashback on Axis Cards,Bank Offer,222.74,1345.51,26,2.4,03-04-2026 00:16,Upcoming
OFFER12880,ORD021519,Free Delivery on orders above â‚¹299,Free Delivery,93.74,2329.43,36.5,4.46,21-02-2026 22:24,Expired
OFFER12881,ORD021520,Flat 15% Off,Discount,109.21,1381.22,51,3.26,11-05-2026 08:26,Active
OFFER12882,ORD021521,Flat 25% Off,Discount,156.09,1079.16,29.3,4.88,26-03-2026 04:55,Active
OFFER12883,ORD021522,Free Delivery on orders above â‚¹299,Free Delivery,68.26,1386.3,43.9,3.69,01-04-2026 12:45,Expired
OFFER12884,ORD021523,Flat 20% Off,Discount,113.31,2159.68,72.2,4.7,01-02-2026 20:01,Active
OFFER12885,ORD021524,Free Delivery on orders above â‚¹199,Free Delivery,112.13,1370.77,53.4,4.13,07-03-2026 00:29,Active
OFFER12886,ORD021525,20% Cashback (Max â‚¹75),Cashback,147.97,304.14,26.5,3.38,05-04-2026 10:24,Expired
OFFER12887,ORD021526,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,59.75,1741.58,63.8,3.89,22-04-2026 13:16,Active
OFFER12888,ORD021527,Free Delivery on orders above â‚¹299,Free Delivery,66.78,1176.11,71.5,2.69,12-03-2026 00:37,Expired
OFFER12889,ORD021528,â‚¹25 Cashback,Cashback,32.09,715.9,43.2,2.7,24-01-2026 04:30,Upcoming
OFFER12890,ORD021529,â‚¹100 Off on ICICI Cards,Bank Offer,231.45,507.03,49.6,1.94,21-02-2026 19:30,Active
OFFER12891,ORD021530,Flat 10% Off,Discount,244.65,882.32,69.9,2.58,15-03-2026 23:55,Active
OFFER12892,ORD021531,5% Cashback on Axis Cards,Bank Offer,180.61,540.57,70.5,3.46,10-05-2026 05:42,Active
OFFER12893,ORD021533,BOGO on Beverages,Buy 1 Get 1,28.28,2220.65,61.5,4.84,10-03-2026 12:11,Active
OFFER12894,ORD021534,Buy 2 Get 1 Free,Buy 1 Get 1,176.41,2160.91,36.6,4.43,22-02-2026 22:03,Active
OFFER12895,ORD021537,BOGO on Beverages,Buy 1 Get 1,82.29,254.82,47.2,4.46,11-07-2026 20:43,Active
OFFER12896,ORD021540,Flat 20% Off,Discount,105.57,2022.33,30,2.55,19-02-2026 10:15,Expired
OFFER12897,ORD021542,Flat â‚¹75 Off using HDFC Cards,Bank Offer,50.97,1160.22,65.4,2.95,01-07-2026 09:36,Active
OFFER12898,ORD021546,Free Delivery on orders above â‚¹199,Free Delivery,230.29,2245.86,53.7,2.68,02-07-2026 09:26,Active
OFFER12899,ORD021547,5% Cashback on Axis Cards,Bank Offer,54.96,322.45,67.1,2.86,22-04-2026 19:26,Active
OFFER12900,ORD021549,Get â‚¹100 Cashback on next order,Cashback,141.31,2033.38,62.8,2.61,30-01-2026 22:13,Active
OFFER12901,ORD021553,Get â‚¹100 Cashback on next order,Cashback,123.57,1157.64,38.2,4.39,10-05-2026 23:51,Expired
OFFER12902,ORD021554,Free Delivery on orders above â‚¹299,Free Delivery,227.02,1731.49,41.8,1.59,08-02-2026 03:34,Expired
OFFER12903,ORD021556,Flat 20% Off,Discount,204.31,1171.11,43.6,4.68,15-04-2026 12:17,Active
OFFER12904,ORD021558,Get â‚¹100 Cashback on next order,Cashback,181.89,2461.81,61.3,2.14,09-07-2026 05:16,Active
OFFER12905,ORD021559,Buy 2 Get 1 Free,Buy 1 Get 1,31.79,1081.88,27.1,2.61,02-05-2026 20:32,Active
OFFER12906,ORD021560,10% Off using SBI Cards,Bank Offer,200.31,1362.6,28.3,2.66,10-02-2026 20:35,Active
OFFER12907,ORD021561,Flat 5% Off,Discount,62.31,1578.33,58.7,1.5,05-07-2026 10:02,Active
OFFER12908,ORD021562,â‚¹100 Off on ICICI Cards,Bank Offer,143.61,70.89,43.4,4.27,16-07-2026 23:53,Expired
OFFER12909,ORD021564,10% Off using SBI Cards,Bank Offer,163.36,875.1,45.3,2.36,02-06-2026 11:07,Active
OFFER12910,ORD021565,Get â‚¹100 Cashback on next order,Cashback,231.57,214.03,26.6,2.63,25-03-2026 01:36,Expired
OFFER12911,ORD021566,Flat 15% Off,Discount,14.84,1836.36,31.5,4.84,21-04-2026 03:38,Active
OFFER12912,ORD021567,Flat 20% Off,Discount,238.31,269.11,69.8,2.24,23-02-2026 19:58,Expired
OFFER12913,ORD021569,Flat 10% Off,Discount,60.97,2158.03,47.9,2,06-06-2026 20:43,Active
OFFER12914,ORD021570,Free Delivery on orders above â‚¹199,Free Delivery,136.7,1683.92,54.3,2.49,06-04-2026 11:54,Active
OFFER12915,ORD021571,Flat 15% Off,Discount,192.8,1931.78,42.2,3.88,09-03-2026 23:50,Active
OFFER12916,ORD021573,Flat 15% Off,Discount,209.63,1975.12,45.9,1.59,24-01-2026 23:06,Active
OFFER12917,ORD021575,Flat 10% Off,Discount,74.04,2055.11,72.6,3.15,09-03-2026 21:37,Active
OFFER12918,ORD021577,Flat 5% Off,Discount,149.28,1058.79,45.8,2.26,29-01-2026 04:57,Expired
OFFER12919,ORD021578,10% Off using SBI Cards,Bank Offer,166.94,1406.87,61,3.05,29-03-2026 04:25,Active
OFFER12920,ORD021581,Flat 20% Off,Discount,172.65,1114.22,38.5,4.72,12-04-2026 10:41,Expired
OFFER12921,ORD021584,Free Delivery on orders above â‚¹299,Free Delivery,73.13,1543.1,69.5,1.53,19-02-2026 12:36,Upcoming
OFFER12922,ORD021588,Flat 25% Off,Discount,93.78,1931.24,65.2,4.73,01-02-2026 05:28,Expired
OFFER12923,ORD021589,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,245.71,1362.2,45.5,4.46,08-04-2026 10:10,Expired
OFFER12924,ORD021590,Flat 15% Off,Discount,169.86,489.56,49.3,4.62,10-03-2026 20:46,Upcoming
OFFER12925,ORD021591,Get â‚¹50 Cashback,Cashback,141.59,406.63,52.5,1.75,03-03-2026 07:22,Active
OFFER12926,ORD021592,Flat 20% Off,Discount,61.71,2273.08,70.9,1.87,03-06-2026 03:47,Active
OFFER12927,ORD021597,Flat 20% Off,Discount,38.69,1002.44,67.1,2.53,19-06-2026 02:33,Expired
OFFER12928,ORD021601,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,160.33,310.31,37.9,2.66,21-05-2026 01:32,Active
OFFER12929,ORD021603,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,19.04,580.01,42.5,4.14,24-01-2026 23:04,Active
OFFER12930,ORD021605,â‚¹25 Cashback,Cashback,124.83,2038.88,26.7,4.07,01-05-2026 20:19,Active
OFFER12931,ORD021608,5% Cashback on Axis Cards,Bank Offer,214.73,214.99,63.2,3.65,07-03-2026 13:00,Active
OFFER12932,ORD021609,Flat 10% Off,Discount,116.96,1285.09,30.6,3.38,01-02-2026 13:14,Expired
OFFER12933,ORD021611,Flat â‚¹75 Off using HDFC Cards,Bank Offer,116.48,378.67,43.3,1.83,22-04-2026 02:57,Active
OFFER12934,ORD021612,10% Off using SBI Cards,Bank Offer,99.71,99.56,71.8,3.25,07-04-2026 02:17,Upcoming
OFFER12935,ORD021614,â‚¹25 Cashback,Cashback,11.45,996.63,29.2,4.37,11-06-2026 02:10,Active
OFFER12936,ORD021616,Flat 25% Off,Discount,82.34,582.75,65.3,2.9,14-04-2026 01:59,Expired
OFFER12937,ORD021622,Buy 2 Get 1 Free,Buy 1 Get 1,143.81,1548.88,55.7,4.71,23-06-2026 21:49,Active
OFFER12938,ORD021623,Free Delivery - Prime Member,Free Delivery,88.09,2128.32,64.3,2.38,06-07-2026 03:06,Active
OFFER12939,ORD021624,Flat 10% Off,Discount,129.2,1618.89,34.1,4.28,21-03-2026 10:13,Active
OFFER12940,ORD021630,Free Delivery - Prime Member,Free Delivery,145.85,2144.4,50.1,3.95,12-07-2026 23:04,Active
OFFER12941,ORD021633,Flat 15% Off,Discount,143.49,2252.25,51.7,4,07-07-2026 09:08,Active
OFFER12942,ORD021635,Free Delivery on orders above â‚¹299,Free Delivery,245.34,665.43,66.5,4.97,02-04-2026 09:57,Active
OFFER12943,ORD021636,10% Off using SBI Cards,Bank Offer,187.09,1748.76,49.6,4.98,28-05-2026 10:21,Expired
OFFER12944,ORD021637,â‚¹100 Off on ICICI Cards,Bank Offer,100.33,1246.75,66.2,1.81,12-02-2026 10:56,Expired
OFFER12945,ORD021638,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,70.54,929.88,60,2.42,23-05-2026 07:06,Expired
OFFER12946,ORD021639,Free Delivery on orders above â‚¹199,Free Delivery,135.36,2238.78,44.7,2.51,01-03-2026 08:56,Active
OFFER12947,ORD021641,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,230.02,1582.37,72.7,4.56,16-02-2026 13:14,Active
OFFER12948,ORD021642,Buy 2 Get 1 Free,Buy 1 Get 1,96.72,1704.85,54.7,4.55,20-05-2026 03:54,Active
OFFER12949,ORD021645,Free Delivery on orders above â‚¹199,Free Delivery,214.49,67.28,71.9,3.9,24-03-2026 01:59,Active
OFFER12950,ORD021646,BOGO on Beverages,Buy 1 Get 1,221.56,1913.32,66.8,4.34,06-07-2026 20:43,Active
OFFER12951,ORD021647,Free Delivery on orders above â‚¹199,Free Delivery,81.12,1072.82,74.7,3.38,26-02-2026 06:10,Active
OFFER12952,ORD021650,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,18.63,2355.08,38.8,1.64,23-05-2026 21:12,Active
OFFER12953,ORD021654,Flat 20% Off,Discount,118.75,304.37,29.7,4.15,10-05-2026 21:54,Expired
OFFER12954,ORD021655,Flat 15% Off,Discount,73.03,238.03,49.6,4.3,18-04-2026 06:54,Active
OFFER12955,ORD021656,Flat 15% Off,Discount,228.86,2030.67,41,2.32,08-02-2026 08:57,Active
OFFER12956,ORD021657,Buy 2 Get 1 Free,Buy 1 Get 1,205.42,1857.9,46.3,2.08,25-06-2026 10:54,Active
OFFER12957,ORD021658,Free Delivery on orders above â‚¹199,Free Delivery,150.74,30.93,50.4,2.79,22-04-2026 12:59,Expired
OFFER12958,ORD021661,â‚¹25 Cashback,Cashback,245,373.71,26,4.02,12-04-2026 10:39,Active
OFFER12959,ORD021663,Flat â‚¹75 Off using HDFC Cards,Bank Offer,87.1,1971.46,60.1,4.88,06-02-2026 08:39,Active
OFFER12960,ORD021664,Flat 10% Off,Discount,243.15,68.83,38.4,3.01,25-06-2026 00:38,Active
OFFER12961,ORD021665,Flat 5% Off,Discount,145.47,1526.83,58.2,4.65,30-04-2026 02:54,Active
OFFER12962,ORD021666,BOGO on Beverages,Buy 1 Get 1,232.23,2029.96,62.4,3.77,18-03-2026 21:38,Expired
OFFER12963,ORD021667,Flat 25% Off,Discount,27.13,1097.39,58.7,2.33,05-03-2026 05:16,Active
OFFER12964,ORD021668,Flat 5% Off,Discount,156.42,518.26,43.2,4.99,17-04-2026 05:59,Expired
OFFER12965,ORD021669,â‚¹25 Cashback,Cashback,102.14,550.6,40.8,2.65,01-05-2026 06:29,Active
OFFER12966,ORD021672,Flat 10% Off,Discount,34.53,1413.35,62,1.85,25-05-2026 02:12,Active
OFFER12967,ORD021673,Flat 20% Off,Discount,233.47,1061.22,62.5,4.43,02-03-2026 05:43,Active
OFFER12968,ORD021674,Flat 25% Off,Discount,89.75,988.5,70,1.62,02-07-2026 20:17,Expired
OFFER12969,ORD021675,Flat â‚¹75 Off using HDFC Cards,Bank Offer,75.62,1374.92,74.2,4.85,13-02-2026 10:46,Active
OFFER12970,ORD021679,Flat 25% Off,Discount,234.46,1393.66,53.5,3.92,17-03-2026 20:46,Active
OFFER12971,ORD021683,Free Delivery on orders above â‚¹199,Free Delivery,157.26,377.14,49.1,3.81,20-06-2026 06:47,Active
OFFER12972,ORD021684,Free Delivery - Prime Member,Free Delivery,49.32,230.46,72.6,2.99,30-01-2026 09:11,Active
OFFER12973,ORD021686,Flat 15% Off,Discount,35.59,1611.07,56.6,4.05,30-04-2026 12:04,Expired
OFFER12974,ORD021687,BOGO on Beverages,Buy 1 Get 1,113.48,319.95,34,2.8,27-02-2026 02:21,Expired
OFFER12975,ORD021688,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,153.48,1506.05,27,4.6,20-04-2026 11:10,Active
OFFER12976,ORD021689,â‚¹25 Cashback,Cashback,90.38,1094.6,67.6,2.21,27-03-2026 22:14,Active
OFFER12977,ORD021693,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,182.47,2196.24,48.2,4.76,19-05-2026 11:38,Active
OFFER12978,ORD021694,â‚¹100 Off on ICICI Cards,Bank Offer,29.47,452.09,56.1,4.74,25-02-2026 22:28,Expired
OFFER12979,ORD021699,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,137.39,2359.78,67.6,3.22,10-03-2026 22:53,Active
OFFER12980,ORD021700,BOGO on Beverages,Buy 1 Get 1,72.15,70.3,36.2,3.87,21-01-2026 06:06,Active
OFFER12981,ORD021701,5% Cashback on Axis Cards,Bank Offer,247.62,954.19,46.2,3.57,21-03-2026 22:27,Active
OFFER12982,ORD021703,Flat 15% Off,Discount,193.17,2173.13,32.3,4.64,19-02-2026 12:43,Expired
OFFER12983,ORD021704,â‚¹100 Off on ICICI Cards,Bank Offer,84.28,1206.44,64.9,3.66,09-03-2026 22:21,Active
OFFER12984,ORD021705,Flat 10% Off,Discount,233.25,1109.08,35.1,4.95,03-07-2026 05:09,Active
OFFER12985,ORD021706,Get â‚¹50 Cashback,Cashback,245.55,1220.12,47.3,3.3,22-04-2026 07:10,Expired
OFFER12986,ORD021708,Flat 20% Off,Discount,101.55,278.42,61.2,2.98,31-03-2026 09:56,Expired
OFFER12987,ORD021709,5% Cashback on Axis Cards,Bank Offer,94.96,1864.76,63.2,4.03,08-06-2026 00:42,Active
OFFER12988,ORD021711,Get â‚¹50 Cashback,Cashback,141.42,1555.08,64.9,4.87,26-02-2026 07:47,Active
OFFER12989,ORD021715,10% Off using SBI Cards,Bank Offer,65.4,1887.75,44.9,4.79,22-06-2026 01:32,Active
OFFER12990,ORD021716,Get â‚¹100 Cashback on next order,Cashback,26.69,2082.7,66.1,2.65,09-06-2026 12:50,Active
OFFER12991,ORD021718,Flat 20% Off,Discount,167.11,1423.3,54.9,2.68,06-07-2026 07:15,Upcoming
OFFER12992,ORD021720,Free Delivery on orders above â‚¹199,Free Delivery,15.19,2216.9,45.9,2.08,13-02-2026 11:13,Active
OFFER12993,ORD021721,20% Cashback (Max â‚¹75),Cashback,137.97,2168,45.3,4.18,09-06-2026 23:37,Active
OFFER12994,ORD021724,10% Off using SBI Cards,Bank Offer,154.44,1371.95,46.8,1.55,24-05-2026 11:34,Active
OFFER12995,ORD021725,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,95.8,1664.17,39.2,2.74,02-07-2026 09:09,Active
OFFER12996,ORD021727,Flat 5% Off,Discount,119.11,1680.59,46.6,3.82,06-02-2026 04:13,Active
OFFER12997,ORD021729,Buy 2 Get 1 Free,Buy 1 Get 1,32.07,182.91,45.8,1.54,07-04-2026 08:59,Expired
OFFER12998,ORD021730,BOGO on Beverages,Buy 1 Get 1,213.71,2252.47,33.5,2.57,06-05-2026 07:55,Active
OFFER12999,ORD021732,â‚¹100 Off on ICICI Cards,Bank Offer,62.01,1663.28,53.6,2.58,27-01-2026 12:37,Active
OFFER13000,ORD021733,BOGO on Beverages,Buy 1 Get 1,74.77,198.76,46.9,4.09,07-03-2026 19:38,Active
OFFER13001,ORD021734,Flat 10% Off,Discount,232.04,1584.01,32,2.56,08-03-2026 22:27,Active
OFFER13002,ORD021737,Flat 10% Off,Discount,14.46,1089.77,52.8,1.61,07-07-2026 03:37,Expired
OFFER13003,ORD021741,â‚¹25 Cashback,Cashback,39.01,245.5,68.4,3.42,20-02-2026 20:45,Active
OFFER13004,ORD021744,Free Delivery on orders above â‚¹299,Free Delivery,12.83,2024.16,47,2.82,19-04-2026 19:46,Active
OFFER13005,ORD021746,5% Cashback on Axis Cards,Bank Offer,77.48,1725.74,37.9,4.42,14-05-2026 06:25,Active
OFFER13006,ORD021748,Flat 15% Off,Discount,18.98,146.14,69.5,3.34,15-06-2026 04:07,Expired
OFFER13007,ORD021751,Flat 25% Off,Discount,136.34,1106.94,67.4,2.23,01-06-2026 08:45,Active
OFFER13008,ORD021754,Get â‚¹50 Cashback,Cashback,53.85,2235.7,31.9,3.13,05-07-2026 19:35,Active
OFFER13009,ORD021758,Flat 5% Off,Discount,148.33,703.25,28.8,4.8,15-07-2026 08:31,Expired
OFFER13010,ORD021761,Flat 20% Off,Discount,94.12,834,45.9,1.72,13-07-2026 05:16,Expired
OFFER13011,ORD021762,Buy 2 Get 1 Free,Buy 1 Get 1,156.08,1335.39,55,4.05,29-01-2026 05:02,Active
OFFER13012,ORD021763,5% Cashback on Axis Cards,Bank Offer,96.76,2049.04,38.4,4.47,31-01-2026 03:58,Expired
OFFER13013,ORD021764,Free Delivery - Prime Member,Free Delivery,178.32,1391.79,52.6,2.27,03-03-2026 08:10,Active
OFFER13014,ORD021765,â‚¹100 Off on ICICI Cards,Bank Offer,209.43,553.34,73.3,2.12,17-06-2026 08:20,Active
OFFER13015,ORD021766,Free Delivery - Prime Member,Free Delivery,142.62,1067.01,41.7,4.18,14-02-2026 08:24,Upcoming
OFFER13016,ORD021767,Get â‚¹50 Cashback,Cashback,137.19,655.85,32.7,3.75,05-02-2026 23:37,Active
OFFER13017,ORD021771,Flat 10% Off,Discount,144.82,481.98,43.5,2.45,08-06-2026 08:39,Expired
OFFER13018,ORD021774,Get â‚¹100 Cashback on next order,Cashback,21.13,1279.02,31.4,3.83,14-03-2026 02:29,Active
OFFER13019,ORD021776,Flat 20% Off,Discount,89.96,2284.62,40.4,1.71,04-02-2026 09:49,Expired
OFFER13020,ORD021777,Get â‚¹100 Cashback on next order,Cashback,233.18,2223.17,33.2,3.06,28-03-2026 22:57,Active
OFFER13021,ORD021778,Free Delivery on orders above â‚¹299,Free Delivery,233.6,1459.49,59.4,3.58,06-04-2026 22:35,Active
OFFER13022,ORD021780,Flat 25% Off,Discount,170.33,1832.51,47.9,4.61,09-07-2026 02:48,Active
OFFER13023,ORD021781,BOGO on Beverages,Buy 1 Get 1,37.45,793.99,55.6,3.11,28-02-2026 12:06,Active
OFFER13024,ORD021783,Free Delivery - Prime Member,Free Delivery,95.17,2374.87,29.6,1.93,20-03-2026 20:08,Active
OFFER13025,ORD021784,BOGO on Beverages,Buy 1 Get 1,115.66,1638.16,27,3.08,27-06-2026 22:11,Active
OFFER13026,ORD021786,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,50.01,616.91,66.6,4.58,20-05-2026 01:35,Active
OFFER13027,ORD021787,â‚¹100 Off on ICICI Cards,Bank Offer,135.71,1962.49,59.9,3.51,03-03-2026 03:45,Expired
OFFER13028,ORD021788,Flat â‚¹75 Off using HDFC Cards,Bank Offer,137.51,887.27,38.1,4.31,18-03-2026 05:14,Expired
OFFER13029,ORD021790,Free Delivery - Prime Member,Free Delivery,106.56,664.36,26,2.95,21-05-2026 06:04,Active
OFFER13030,ORD021795,Flat â‚¹75 Off using HDFC Cards,Bank Offer,222.06,642.1,63.2,1.62,08-06-2026 12:37,Expired
OFFER13031,ORD021797,Buy 2 Get 1 Free,Buy 1 Get 1,108.78,1926.65,53.5,4.04,27-05-2026 00:58,Expired
OFFER13032,ORD021798,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,220.51,114.26,66.7,2.76,05-06-2026 05:20,Expired
OFFER13033,ORD021800,â‚¹100 Off on ICICI Cards,Bank Offer,248.29,1213.12,66.3,3.03,22-01-2026 06:01,Active
OFFER13034,ORD021801,Flat 5% Off,Discount,46.4,2011.84,33.3,3.78,28-06-2026 13:14,Expired
OFFER13035,ORD021804,Buy 2 Get 1 Free,Buy 1 Get 1,166.78,619.37,31.5,2.27,04-02-2026 22:46,Active
OFFER13036,ORD021805,Flat 20% Off,Discount,158.2,2222.28,25.6,1.57,09-06-2026 04:47,Active
OFFER13037,ORD021806,5% Cashback on Axis Cards,Bank Offer,149.73,610.49,58.5,3.13,30-04-2026 00:42,Active
OFFER13038,ORD021808,20% Cashback (Max â‚¹75),Cashback,228.54,327.05,71.7,4.84,02-04-2026 04:09,Active
OFFER13039,ORD021809,Flat 20% Off,Discount,111.88,2080.74,36.1,1.98,12-03-2026 10:40,Expired
OFFER13040,ORD021811,10% Off using SBI Cards,Bank Offer,23.44,1501.75,68.6,1.63,18-04-2026 01:22,Active
OFFER13041,ORD021812,Flat â‚¹75 Off using HDFC Cards,Bank Offer,154.8,428.64,65.9,2.52,05-05-2026 01:06,Active
OFFER13042,ORD021815,Free Delivery on orders above â‚¹299,Free Delivery,82.18,196.84,62.2,2.87,08-06-2026 05:35,Active
OFFER13043,ORD021818,Free Delivery on orders above â‚¹299,Free Delivery,42.95,1666.99,49.8,3.57,21-05-2026 01:16,Active
OFFER13044,ORD021821,Free Delivery on orders above â‚¹199,Free Delivery,15.97,2408.63,72,1.95,24-03-2026 03:55,Active
OFFER13045,ORD021822,5% Cashback on Axis Cards,Bank Offer,137.42,2000.33,65.8,2.26,31-01-2026 00:48,Active
